keyword,content,filename,filepath
dual_prioenc,"[Keyword]: dual_prioenc

[Design Category]: Combinational Logic

[Design Function Description]:
The design is a dual priority encoder. It scans a 12-bit input vector to identify the positions of the first and second highest priority '1' bits. The position of the first '1' bit found is stored in the `first` output, and the position of the second '1' bit is stored in the `second` output.

[Input Signal Description]:
`in[11:0]`: A 12-bit input signal where each bit can be either '0' or '1'. The circuit will prioritize the bits from the most significant to the least significant to determine the positions of the first and second '1' bits.

[Output Signal Description]:
`first[3:0]`: A 4-bit output signal representing the position (1-based index) of the first '1' bit found in the input.
`second[3:0]`: A 4-bit output signal representing the position (1-based index) of the second '1' bit found in the input.

[Design Detail]:
```python
import pyrtl

def TopModule(in_):  # in_ corresponds to the original Verilog signal named ""in""
    first_expr = pyrtl.Const(0, bitwidth=4)
    second_expr = pyrtl.Const(0, bitwidth=4)
    found_first = pyrtl.Const(0, bitwidth=1)
    found_second = pyrtl.Const(0, bitwidth=1)

    for idx in range(11, -1, -1):
        bit = in_[idx]
        pos = pyrtl.Const(idx + 1, bitwidth=4)
        assign_first = bit & ~found_first
        assign_second = bit & found_first & ~found_second
        first_expr = pyrtl.select(assign_first, truecase=pos, falsecase=first_expr)
        second_expr = pyrtl.select(assign_second, truecase=pos, falsecase=second_expr)
        found_first = found_first | bit
        found_second = found_second | assign_second

    first = pyrtl.WireVector(bitwidth=4, name='first')
    second = pyrtl.WireVector(bitwidth=4, name='second')
    first <<= first_expr
    second <<= second_expr
    return first, second
```
",<_io.TextIOWrapper name='./knowledge_base/dual_prioenc.txt' mode='r' encoding='utf-8'>,dual_prioenc.txt
Lfsr5,"[Keyword]: Lfsr5

[Design Category]: Sequential Logic

[Design Function Description]:
This design implements a 5-bit Linear Feedback Shift Register (LFSR) with a specific feedback polynomial. The LFSR generates a pseudo-random sequence of bits. The register is reset to a specific value (5'h1) when the reset signal is active.

[Input Signal Description]:
clk: Clock signal that triggers the LFSR to shift and update its state on the rising edge.
reset: Active-high synchronous reset signal that initializes the LFSR to the value 5'h1.

[Output Signal Description]:
q[4:0]: 5-bit output representing the current state of the LFSR, which changes with each clock cycle based on the feedback logic.

[Design Detail]:
```python
import pyrtl

def TopModule(reset):
    q = pyrtl.Register(bitwidth=5, name='q', reset_value=1)
    next_q = pyrtl.concat(q[0], q[4], q[3] ^ q[0], q[2], q[1])
    q.next <<= pyrtl.select(reset, truecase=pyrtl.Const(1, bitwidth=5), falsecase=next_q)
    return q
```
",<_io.TextIOWrapper name='./knowledge_base/Lfsr5.txt' mode='r' encoding='utf-8'>,Lfsr5.txt
Vectorgates,"[Keyword]: Vectorgates

[Design Category]: Combinational Logic

[Design Function Description]:
This design performs bitwise OR, logical OR, and bitwise NOT operations on two 3-bit input vectors. It outputs the results of these operations.

[Input Signal Description]:
a[2:0]: A 3-bit input vector.
b[2:0]: Another 3-bit input vector.

[Output Signal Description]:
out_or_bitwise[2:0]: The result of the bitwise OR operation between inputs a and b.
out_or_logical: The result of the logical OR operation between inputs a and b, which checks if either a or b is non-zero.
out_not[5:0]: A 6-bit output where the upper 3 bits are the bitwise NOT of b and the lower 3 bits are the bitwise NOT of a.

[Design Detail]:
```python
import pyrtl

def TopModule(a, b):
    zero3 = pyrtl.Const(0, bitwidth=3)
    out_or_bitwise = pyrtl.WireVector(bitwidth=3, name='out_or_bitwise')
    out_or_logical = pyrtl.WireVector(bitwidth=1, name='out_or_logical')
    out_not = pyrtl.WireVector(bitwidth=6, name='out_not')

    out_or_bitwise <<= a | b
    out_or_logical <<= (a != zero3) | (b != zero3)
    out_not <<= pyrtl.concat(~b, ~a)
    return out_or_bitwise, out_or_logical, out_not
```
",<_io.TextIOWrapper name='./knowledge_base/Vectorgates.txt' mode='r' encoding='utf-8'>,Vectorgates.txt
carry_look_ahead_adder,"[Keyword]: carry_look_ahead_adder

[Design Category]: Arithmetic Circuits

[Design Function Description]:
The design implements a 16-bit carry look-ahead adder. This adder is used to perform fast binary addition of two 16-bit numbers along with an input carry. It uses a hierarchical structure of 4-bit carry look-ahead adders to achieve faster computation by reducing the carry propagation delay.

[Input Signal Description]:
- a[15:0]: A 16-bit input operand for the addition.
- b[15:0]: Another 16-bit input operand for the addition.
- cin: A single-bit input representing the carry-in for the least significant bit addition.

[Output Signal Description]:
- sum[15:0]: A 16-bit output representing the sum of the input operands a and b, including the carry-in.
- cout: A single-bit output representing the carry-out from the most significant bit addition.

[Design Detail]:
```python
import pyrtl

def TopModule(a, b, cin):
    total = (
        pyrtl.concat(pyrtl.Const(0, bitwidth=1), a)
        + pyrtl.concat(pyrtl.Const(0, bitwidth=1), b)
        + pyrtl.concat(pyrtl.Const(0, bitwidth=16), cin)
    )
    sum_ = pyrtl.WireVector(bitwidth=16, name='sum')
    cout = pyrtl.WireVector(bitwidth=1, name='cout')
    sum_ <<= total[0:16]
    cout <<= total[16]
    return sum_, cout
```
",<_io.TextIOWrapper name='./knowledge_base/carry_look_ahead_adder.txt' mode='r' encoding='utf-8'>,carry_look_ahead_adder.txt
Dff8r,"[Keyword]: Dff8r

[Design Category]: Sequential Logic

[Design Function Description]:
This design is an 8-bit synchronous register with a synchronous reset. It captures the input data `d` on the rising edge of the clock `clk` and outputs it as `q`. If the `reset` signal is high during a clock edge, the output `q` is reset to 0.

[Input Signal Description]:
- `clk`: Clock signal used to synchronize the data capture.
- `reset`: Synchronous reset signal. When high, it resets the output `q` to 0 on the next rising edge of `clk`.
- `d[7:0]`: 8-bit data input that is captured and stored in the register on the rising edge of `clk` when `reset` is low.

[Output Signal Description]:
- `q[7:0]`: 8-bit output that holds the value of the input `d` after being captured on the rising edge of `clk`. It is reset to 0 when `reset` is high.

[Design Detail]:
```python
import pyrtl

def TopModule(reset, d):
    q = pyrtl.Register(bitwidth=8, name='q', reset_value=0)
    q.next <<= pyrtl.select(reset, truecase=pyrtl.Const(0, bitwidth=8), falsecase=d)
    return q
```
",<_io.TextIOWrapper name='./knowledge_base/Dff8r.txt' mode='r' encoding='utf-8'>,Dff8r.txt
alt_bcd_counter,"[Keyword]: alt_bcd_counter

[Design Category]: Sequential Logic

[Design Function Description]:
This design is a Binary Coded Decimal (BCD) counter that counts in decimal digits. It uses three 4-bit registers to represent the decimal digits, allowing it to count from 000 to 999. The counter increments every time the `go` signal is high and the internal counter reaches 4,999,999, effectively creating a time delay based on the clock frequency.

[Input Signal Description]:
- `clk`: Clock signal that drives the counter.
- `rst_n`: Active-low reset signal that initializes the counter to zero.
- `go`: Control signal that enables the counting process when high.

[Output Signal Description]:
- `s1`: 4-bit register representing the hundreds digit of the BCD counter.
- `s0`: 4-bit register representing the tens digit of the BCD counter.
- `ms0`: 4-bit register representing the units digit of the BCD counter.

[Design Detail]:
```python
import pyrtl

def TopModule(rst_n, go):
    s1 = pyrtl.Register(bitwidth=4, name='s1', reset_value=0)
    s0 = pyrtl.Register(bitwidth=4, name='s0', reset_value=0)
    ms0 = pyrtl.Register(bitwidth=4, name='ms0', reset_value=0)
    counter_reg = pyrtl.Register(bitwidth=23, name='counter_reg', reset_value=0)

    terminal = counter_reg == pyrtl.Const(4_999_999, bitwidth=23)
    counter_plus = (counter_reg + pyrtl.Const(1, bitwidth=23))[0:23]
    ms0_plus = (ms0 + pyrtl.Const(1, bitwidth=4))[0:4]
    s0_plus = (s0 + pyrtl.Const(1, bitwidth=4))[0:4]
    s1_plus = (s1 + pyrtl.Const(1, bitwidth=4))[0:4]

    ms0_wrap = pyrtl.select(ms0 == pyrtl.Const(9, bitwidth=4), truecase=pyrtl.Const(0, bitwidth=4), falsecase=ms0_plus)
    s0_wrap = pyrtl.select(s0 == pyrtl.Const(9, bitwidth=4), truecase=pyrtl.Const(0, bitwidth=4), falsecase=s0_plus)
    s1_wrap = pyrtl.select(s1 == pyrtl.Const(9, bitwidth=4), truecase=pyrtl.Const(0, bitwidth=4), falsecase=s1_plus)

    counter_reg.next <<= pyrtl.select(
        ~rst_n,
        truecase=pyrtl.Const(0, bitwidth=23),
        falsecase=pyrtl.select(go, truecase=pyrtl.select(terminal, truecase=pyrtl.Const(0, bitwidth=23), falsecase=counter_plus), falsecase=counter_reg),
    )
    ms0.next <<= pyrtl.select(
        ~rst_n,
        truecase=pyrtl.Const(0, bitwidth=4),
        falsecase=pyrtl.select(go & terminal, truecase=ms0_wrap, falsecase=ms0),
    )
    s0.next <<= pyrtl.select(
        ~rst_n,
        truecase=pyrtl.Const(0, bitwidth=4),
        falsecase=pyrtl.select(go & terminal & (ms0 == pyrtl.Const(9, bitwidth=4)), truecase=s0_wrap, falsecase=s0),
    )
    s1.next <<= pyrtl.select(
        ~rst_n,
        truecase=pyrtl.Const(0, bitwidth=4),
        falsecase=pyrtl.select(
            go & terminal & (ms0 == pyrtl.Const(9, bitwidth=4)) & (s0 == pyrtl.Const(9, bitwidth=4)),
            truecase=s1_wrap,
            falsecase=s1,
        ),
    )
    return s1, s0, ms0
```
",<_io.TextIOWrapper name='./knowledge_base/alt_bcd_counter.txt' mode='r' encoding='utf-8'>,alt_bcd_counter.txt
barrel_shifter_8bit,"[Keyword]: barrel_shifter_8bit

[Design Category]: Combinational Logic

[Design Function Description]:
The design is an 8-bit barrel shifter that performs right shifts on an 8-bit input vector. The amount of shift is controlled by a 3-bit control signal, allowing for shifts from 0 to 7 positions to the right.

[Input Signal Description]:
- `in[7:0]`: 8-bit input signal that represents the data to be shifted.
- `ctrl[2:0]`: 3-bit control signal that determines the number of positions the input data is shifted to the right. Each bit in `ctrl` corresponds to a different level of shifting (4-bit, 2-bit, and 1-bit shifts).

[Output Signal Description]:
- `out[7:0]`: 8-bit output signal that represents the shifted result of the input data based on the control signal.

[Design Detail]:
```python
import pyrtl

def TopModule(in_, ctrl):  # in_ corresponds to the original Verilog signal named ""in""
    stage4 = pyrtl.select(
        ctrl[2],
        truecase=pyrtl.concat(pyrtl.Const(0, bitwidth=4), in_[4:8]),
        falsecase=in_,
    )
    stage2 = pyrtl.select(
        ctrl[1],
        truecase=pyrtl.concat(pyrtl.Const(0, bitwidth=2), stage4[2:8]),
        falsecase=stage4,
    )
    stage1 = pyrtl.select(
        ctrl[0],
        truecase=pyrtl.concat(pyrtl.Const(0, bitwidth=1), stage2[1:8]),
        falsecase=stage2,
    )

    out = pyrtl.WireVector(bitwidth=8, name='out')
    out <<= stage1
    return out
```
",<_io.TextIOWrapper name='./knowledge_base/barrel_shifter_8bit.txt' mode='r' encoding='utf-8'>,barrel_shifter_8bit.txt
Dff16e,"[Keyword]: Dff16e

[Design Category]: Sequential Logic

[Design Function Description]:
This design is a byte-enable register with asynchronous reset. It stores a 16-bit input data `d` into the output `q` based on the byte-enable signal `byteena`. The register updates its stored value on the rising edge of the clock `clk`, and it can reset to zero asynchronously when `resetn` is low.

[Input Signal Description]:
- `clk`: Clock signal used to synchronize the data storage.
- `resetn`: Active-low asynchronous reset signal. When low, it resets the output `q` to zero.
- `byteena[1:0]`: 2-bit byte-enable signal. `byteena[1]` controls the update of the upper byte (bits 15 to 8) of `q`, and `byteena[0]` controls the update of the lower byte (bits 7 to 0) of `q`.
- `d[15:0]`: 16-bit input data to be stored in the register.

[Output Signal Description]:
- `q[15:0]`: 16-bit output that holds the stored data. It updates based on the `byteena` signal and the input `d` on the rising edge of `clk`, or resets to zero when `resetn` is low.

[Design Detail]:
```python
import pyrtl

def TopModule(resetn, byteena, d):
    q = pyrtl.Register(bitwidth=16, name='q', reset_value=0)
    upper_next = pyrtl.select(byteena[1], truecase=d[8:16], falsecase=q[8:16])
    lower_next = pyrtl.select(byteena[0], truecase=d[0:8], falsecase=q[0:8])
    merged_next = pyrtl.concat(upper_next, lower_next)
    q.next <<= pyrtl.select(~resetn, truecase=pyrtl.Const(0, bitwidth=16), falsecase=merged_next)
    return q
```
",<_io.TextIOWrapper name='./knowledge_base/Dff16e.txt' mode='r' encoding='utf-8'>,Dff16e.txt
binary_decoder_4x16,"[Keyword]: binary_decoder_4x16

[Design Category]: Combinational Logic

[Design Function Description]:
The design is a 4-to-16 binary decoder. It takes a 4-bit input and decodes it into a 16-bit output, where only one of the 16 output bits is set to '1' based on the binary value of the input, and the rest are set to '0'.

[Input Signal Description]:
a[3:0]: A 4-bit input signal that represents a binary number. This input is used to determine which one of the 16 output lines will be activated.

[Output Signal Description]:
bcode[15:0]: A 16-bit output signal where only one bit is set to '1' corresponding to the binary value of the input 'a', and all other bits are '0'.

[Design Detail]:
```python
import pyrtl

def TopModule(a):
    terms = [a == pyrtl.Const(idx, bitwidth=4) for idx in range(16)]
    bcode = pyrtl.WireVector(bitwidth=16, name='bcode')
    bcode <<= pyrtl.concat(*reversed(terms))
    return bcode
```
",<_io.TextIOWrapper name='./knowledge_base/binary_decoder_4x16.txt' mode='r' encoding='utf-8'>,binary_decoder_4x16.txt
binary_decoder_2x4,"[Keyword]: binary_decoder_2x4

[Design Category]: Combinational Logic

[Design Function Description]:
The circuit is a 2-to-4 binary decoder. It takes a 2-bit binary input and decodes it into a 4-bit output, where only one of the output bits is set to '1' based on the input combination, provided the enable signal is active.

[Input Signal Description]:
- `en`: Enable signal. The decoder is active and produces an output only when this signal is high.
- `a[1:0]`: 2-bit input signal that determines which one of the 4 output lines will be activated.

[Output Signal Description]:
- `bcode[3:0]`: 4-bit output signal where only one bit is set to '1' based on the input `a` when the enable signal `en` is high. Each bit corresponds to one of the possible combinations of the input `a`.

[Design Detail]:
```python
import pyrtl

def TopModule(en, a):
    terms = [en & (a == pyrtl.Const(idx, bitwidth=2)) for idx in range(4)]
    bcode = pyrtl.WireVector(bitwidth=4, name='bcode')
    bcode <<= pyrtl.concat(terms[3], terms[2], terms[1], terms[0])
    return bcode
```
",<_io.TextIOWrapper name='./knowledge_base/binary_decoder_2x4.txt' mode='r' encoding='utf-8'>,binary_decoder_2x4.txt
WaveRenderer Demo,"[Keyword]: WaveRenderer Demo

[Design Category]: Simulation / Trace Visualization

[Design Function Description]:
Demonstrates creating clock dividers and counters in PyRTL, simulating them,
and rendering the resulting waveforms with different terminal-friendly rendering options.

[Input Signal Description]:
None (all signals generated internally)

[Output Signal Description]:
Waveform traces rendered in the terminal with various styles

import pyrtl

# ----------------------------
# Functions to create hardware
# ----------------------------
def make_clock(period: int) -> pyrtl.Register:
    """"""Create a clock signal that inverts every `period` cycles using a chain of registers.""""""
    assert period > 0
    first_reg = pyrtl.Register(bitwidth=1, name=f""clock_0_{period}"", reset_value=1)
    last_reg = first_reg
    for offset in range(1, period):
        reg = pyrtl.Register(bitwidth=1, name=f""clock_{offset}_{period}"")
        reg.next <<= last_reg
        last_reg = reg
    first_reg.next <<= ~last_reg
    return last_reg

def make_counter(period: int, bitwidth: int = 2) -> pyrtl.Register:
    """"""Create a counter that increments every `period` cycles using a chain of registers.""""""
    assert period > 0
    first_reg = pyrtl.Register(bitwidth=bitwidth, name=f""counter_0_{period}"")
    last_reg = first_reg
    for offset in range(1, period):
        reg = pyrtl.Register(bitwidth=bitwidth, name=f""counter_{offset}_{period}"")
        reg.next <<= last_reg
        last_reg = reg
    first_reg.next <<= last_reg + pyrtl.Const(1)
    return last_reg

# ----------------------------
# Create hardware signals
# ----------------------------
make_clock(period=1)
make_clock(period=2)
make_counter(period=1)
make_counter(period=2)

# ----------------------------
# Simulation
# ----------------------------
sim = pyrtl.Simulation()
sim.step_multiple(nsteps=20)

# ----------------------------
# Render traces with various renderer options
# ----------------------------
renderers = {
    ""powerline"": (
        pyrtl.simulation.PowerlineRendererConstants(),
        ""Requires a font with powerline glyphs"",
    ),
    ""utf-8"": (
        pyrtl.simulation.Utf8RendererConstants(),
        ""Unicode, default non-Windows renderer"",
    ),
    ""utf-8-alt"": (
        pyrtl.simulation.Utf8AltRendererConstants(),
        ""Unicode, alternate display option"",
    ),
    ""cp437"": (
        pyrtl.simulation.Cp437RendererConstants(),
        ""Code page 437 (8-bit ASCII), default Windows renderer"",
    ),
    ""ascii"": (
        pyrtl.simulation.AsciiRendererConstants(),
        ""Basic 7-bit ASCII renderer"",
    ),
}

for name, (constants, notes) in renderers.items():
    print(f""# {notes}"")
    print(f""export PYRTL_RENDERER={name}\n"")
    sim.tracer.render_trace(
        renderer=pyrtl.simulation.WaveRenderer(constants),
        repr_func=int
    )
    print()",<_io.TextIOWrapper name='./knowledge_base/exWaveRenderer.txt' mode='r' encoding='utf-8'>,exWaveRenderer.txt
Mux_8_to_1,"[Keyword]: Mux_8_to_1

[Design Category]: Combinational Logic

[Design Function Description]:
This design implements an 8-to-1 multiplexer. It selects one of the eight input signals (in0 to in7) based on a 3-bit selection signal (S) and outputs the selected input through Mux_Out.

[Input Signal Description]:
- S[2:0]: A 3-bit selection signal that determines which one of the eight inputs (in0 to in7) is routed to the output.  
- in0, in1, in2, in3, in4, in5, in6, in7: These are the eight input signals to the multiplexer. Each input is a single bit.

[Output Signal Description]:
- Mux_Out: The output signal of the multiplexer, which is the selected input based on the value of the selection signal S.

[Design Detail]:
```python
import pyrtl

def TopModule(S, in0, in1, in2, in3, in4, in5, in6, in7):
    selected = in0
    selected = pyrtl.select(S == pyrtl.Const(1, bitwidth=3), truecase=in1, falsecase=selected)
    selected = pyrtl.select(S == pyrtl.Const(2, bitwidth=3), truecase=in2, falsecase=selected)
    selected = pyrtl.select(S == pyrtl.Const(3, bitwidth=3), truecase=in3, falsecase=selected)
    selected = pyrtl.select(S == pyrtl.Const(4, bitwidth=3), truecase=in4, falsecase=selected)
    selected = pyrtl.select(S == pyrtl.Const(5, bitwidth=3), truecase=in5, falsecase=selected)
    selected = pyrtl.select(S == pyrtl.Const(6, bitwidth=3), truecase=in6, falsecase=selected)
    selected = pyrtl.select(S == pyrtl.Const(7, bitwidth=3), truecase=in7, falsecase=selected)

    Mux_Out = pyrtl.WireVector(bitwidth=1, name='Mux_Out')
    Mux_Out <<= selected
    return Mux_Out
```
",<_io.TextIOWrapper name='./knowledge_base/Mux_8_to_1.txt' mode='r' encoding='utf-8'>,Mux_8_to_1.txt
adder32,"[Keyword]: adder32

[Design Category]: Arithmetic Circuits

[Design Function Description]:
This design implements a 32-bit binary adder with carry-in and carry-out functionality. It takes two 32-bit binary numbers and an additional carry-in bit as inputs, and produces a 32-bit sum and a carry-out bit as outputs.

[Input Signal Description]:
- A[31:0]: A 32-bit input operand for the addition.
- B[31:0]: Another 32-bit input operand for the addition.
- Ci: A single-bit carry-in input that is added to the sum of A and B.

[Output Signal Description]:
- S[31:0]: A 32-bit output representing the sum of the inputs A, B, and the carry-in Ci.
- Co: A single-bit carry-out output that indicates an overflow from the most significant bit of the sum.

[Design Detail]:
```python
import pyrtl

def TopModule(A, B, Ci):
    total = (
        pyrtl.concat(pyrtl.Const(0, bitwidth=1), A)
        + pyrtl.concat(pyrtl.Const(0, bitwidth=1), B)
        + pyrtl.concat(pyrtl.Const(0, bitwidth=32), Ci)
    )
    S = pyrtl.WireVector(bitwidth=32, name='S')
    Co = pyrtl.WireVector(bitwidth=1, name='Co')
    S <<= total[0:32]
    Co <<= total[32]
    return S, Co
```
",<_io.TextIOWrapper name='./knowledge_base/adder32.txt' mode='r' encoding='utf-8'>,adder32.txt
muxdff,"[Keyword]: muxdff

[Design Category]: Sequential Logic

[Design Function Description]:
This design is a simple D-type flip-flop with a load-enable feature. It captures the input data based on the clock edge and the load signal. If the load signal (L) is high, the flip-flop captures the data from the `rin` input; otherwise, it captures the data from the `qin` input.

[Input Signal Description]:
- `clk`: Clock signal that triggers the data capture on its rising edge.
- `L`: Load-enable signal that determines which input data to capture.
- `rin`: Data input that is captured when the load-enable signal (L) is high.
- `qin`: Data input that is captured when the load-enable signal (L) is low.

[Output Signal Description]:
- `Q`: The output of the flip-flop, which holds the captured data based on the clock and load-enable conditions.

[Design Detail]:
```python
import pyrtl

def TopModule(L, rin, qin):
    Q = pyrtl.Register(bitwidth=1, name='Q', reset_value=0)
    Q.next <<= pyrtl.select(L, truecase=rin, falsecase=qin)
    return Q
```
",<_io.TextIOWrapper name='./knowledge_base/muxdff.txt' mode='r' encoding='utf-8'>,muxdff.txt
greater_than_4bit,"[Keyword]: greater_than_4bit

[Design Category]: Combinational Logic

[Design Function Description]:
The circuit is designed to compare two 4-bit binary numbers and determine if the first number (a) is greater than the second number (b). It uses a hierarchical approach by dividing the 4-bit numbers into two 2-bit segments and comparing them separately.

[Input Signal Description]:
- a[3:0]: A 4-bit input signal representing the first number to be compared.
- b[3:0]: A 4-bit input signal representing the second number to be compared.

[Output Signal Description]:
- gt: A 1-bit output signal that is true (1) if the first number (a) is greater than the second number (b), otherwise false (0).

[Design Detail]:
```python
import pyrtl

def TopModule(a, b):
    gt = pyrtl.WireVector(bitwidth=1, name='gt')
    gt <<= a > b
    return gt
```
",<_io.TextIOWrapper name='./knowledge_base/greater_than_4bit.txt' mode='r' encoding='utf-8'>,greater_than_4bit.txt
Mux2to1,"[Keyword]: Mux2to1

[Design Category]: Combinational Logic

[Design Function Description]:
This design implements a 2-to-1 multiplexer. It selects one of the two input signals, `a` or `b`, based on the value of the selection signal `sel`.

[Input Signal Description]:
- `a`: One of the input signals to the multiplexer.
- `b`: The other input signal to the multiplexer.
- `sel`: A selection signal that determines which input signal is passed to the output. If `sel` is 1, `b` is selected; if `sel` is 0, `a` is selected.

[Output Signal Description]:
- `out`: The output signal of the multiplexer, which is either `a` or `b` depending on the value of `sel`.

[Design Detail]:
```python
import pyrtl

def TopModule(a, b, sel):
    out = pyrtl.WireVector(bitwidth=1, name='out')
    out <<= pyrtl.select(sel, truecase=b, falsecase=a)
    return out
```
",<_io.TextIOWrapper name='./knowledge_base/Mux2to1.txt' mode='r' encoding='utf-8'>,Mux2to1.txt
Popcount3,"[Keyword]: Popcount3

[Design Category]: Combinational Logic

[Design Function Description]:
The circuit counts the number of '1's in a 3-bit input vector and outputs the count as a 2-bit binary number.

[Input Signal Description]:
in[2:0]: A 3-bit input signal representing a binary number, where each bit can be either 0 or 1.

[Output Signal Description]:
out[1:0]: A 2-bit output signal representing the count of '1's present in the input signal 'in'.

[Design Detail]:
```python
import pyrtl

def TopModule(in_):  # in_ corresponds to the original Verilog signal named ""in""
    count = pyrtl.Const(0, bitwidth=2)
    for idx in range(3):
        addend = pyrtl.concat(pyrtl.Const(0, bitwidth=1), in_[idx])
        count = (count + addend)[0:2]

    out = pyrtl.WireVector(bitwidth=2, name='out')
    out <<= count
    return out
```
",<_io.TextIOWrapper name='./knowledge_base/Popcount3.txt' mode='r' encoding='utf-8'>,Popcount3.txt
lfsr,"[Keyword]: lfsr

[Design Category]: Sequential Logic

[Design Function Description]:
This design implements a 4-bit Linear Feedback Shift Register (LFSR). An LFSR is a shift register whose input bit is a linear function of its previous state. In this case, the feedback is generated by XORing the two most significant bits of the register, and the result is inverted before being fed back into the least significant bit.

[Input Signal Description]:
- clk: Clock signal that triggers the shift operation on the rising edge.
- rst: Asynchronous reset signal that initializes the LFSR output to 0 when high.

[Output Signal Description]:
- out[3:0]: 4-bit output representing the current state of the LFSR.

[Design Detail]:
```python
import pyrtl

def TopModule(rst):
    out = pyrtl.Register(bitwidth=4, name='out', reset_value=0)
    feedback = ~(out[3] ^ out[2])
    shifted = pyrtl.concat(out[0:3], feedback)
    out.next <<= pyrtl.select(rst, truecase=pyrtl.Const(0, bitwidth=4), falsecase=shifted)
    return out
```
",<_io.TextIOWrapper name='./knowledge_base/lfsr.txt' mode='r' encoding='utf-8'>,lfsr.txt
dual_comparator,"[Keyword]: dual_comparator

[Design Category]: Combinational Logic

[Design Function Description]:
The circuit is a dual comparator that compares two 8-bit numbers, `a` and `b`. It can perform both signed and unsigned comparisons based on the `mode` input. If `mode` is high (1), it performs a signed comparison; if `mode` is low (0), it performs an unsigned comparison. The output `agtb` indicates whether `a` is greater than `b`.

[Input Signal Description]:
- `a[7:0]`: An 8-bit input signal representing the first number to be compared.
- `b[7:0]`: An 8-bit input signal representing the second number to be compared.
- `mode`: A 1-bit input signal that determines the type of comparison. If `mode` is 1, a signed comparison is performed; if `mode` is 0, an unsigned comparison is performed.

[Output Signal Description]:
- `agtb`: A 1-bit output signal that indicates the result of the comparison. It is high (1) if `a` is greater than `b` according to the selected comparison mode, and low (0) otherwise.

[Design Detail]:
```python
import pyrtl

def TopModule(a, b, mode):
    sign_a = a[7]
    sign_b = b[7]
    signed_gt = ((~sign_a) & sign_b) | ((sign_a == sign_b) & (a > b))
    unsigned_gt = a > b

    agtb = pyrtl.WireVector(bitwidth=1, name='agtb')
    agtb <<= pyrtl.select(mode, truecase=signed_gt, falsecase=unsigned_gt)
    return agtb
```
",<_io.TextIOWrapper name='./knowledge_base/dual_comparator.txt' mode='r' encoding='utf-8'>,dual_comparator.txt
Count1to10,"[Keyword]: Count1to10

[Design Category]: Sequential Logic

[Design Function Description]:
This design is a 4-bit decade counter that counts from 1 to 10. Upon reaching 10, it resets back to 1. The counter is synchronous with the clock signal and can be reset asynchronously to 1.

PyRTL refinement: the prose mentions asynchronous reset, but the provided implementation behaves synchronously. The PyRTL version follows the implementation and uses register initialization plus clocked reset handling.

[Input Signal Description]:
clk: Clock signal that triggers the counter to increment on each rising edge.
reset: Asynchronous reset signal that sets the counter to 1 when asserted.

[Output Signal Description]:
q[3:0]: 4-bit output representing the current count value of the counter, ranging from 1 to 10.

[Design Detail]:
```python
import pyrtl

def TopModule(reset):
    q = pyrtl.Register(bitwidth=4, name='q', reset_value=1)
    incremented = (q + pyrtl.Const(1, bitwidth=4))[0:4]
    wrapped = pyrtl.select(q == pyrtl.Const(10, bitwidth=4), truecase=pyrtl.Const(1, bitwidth=4), falsecase=incremented)
    q.next <<= pyrtl.select(reset, truecase=pyrtl.Const(1, bitwidth=4), falsecase=wrapped)
    return q
```
",<_io.TextIOWrapper name='./knowledge_base/Count1to10.txt' mode='r' encoding='utf-8'>,Count1to10.txt
